Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_001267175_1_ASM126717v1_genomic_gff,GCF_001267195_1_ASM126719v1_genomic_gff,GCF_001267215_1_ASM126721v1_genomic_gff,GCF_001267255_1_ASM126725v1_genomic_gff,GCF_001267275_1_ASM126727v1_genomic_gff,GCF_001267295_1_ASM126729v1_genomic_gff,GCF_001267315_1_ASM126731v1_genomic_gff,GCF_030328955_1_ASM3032895v1_genomic_gff,GCF_030328995_1_ASM3032899v1_genomic_gff,GCF_030329025_1_ASM3032902v1_genomic_gff
WP_286594110.1,,ATP-binding protein,1,1,1,78,735,63,2,,3713,3713,3713,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4370,,
WP_286594113.1,,hypothetical protein,1,1,1,78,736,63,3,,632,632,632,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4372,,
WP_286594114.1,,hypothetical protein,1,1,1,78,737,63,4,,1247,1247,1247,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4374,,
WP_286594116.1,,hypothetical protein,1,1,1,78,738,63,5,,908,908,908,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4376,,
WP_286594117.1,,hypothetical protein,1,1,1,78,739,63,6,,446,446,446,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4378,,
WP_125867756.1,,chorismate mutase,1,1,1,78,1980,463,9,,305,305,305,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4471,,
WP_286594164.1,,hypothetical protein,1,1,1,78,1981,463,10,,431,431,431,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4473,,
WP_286594167.1,,hypothetical protein,1,1,1,78,1989,463,54,,188,188,188,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4481,,
WP_286594168.1,,hypothetical protein,1,1,1,78,1988,463,55,,299,299,299,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4483,,
WP_286594170.1,,DNA cytosine methyltransferase,1,1,1,78,2031,463,57,,1025,1025,1025,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4487,,
WP_286594171.1,,hypothetical protein,1,1,1,78,2032,463,58,,2000,2000,2000,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4489,,
WP_286594173.1,,restriction endonuclease-like protein,1,1,1,78,2033,463,59,,2546,2546,2546,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4491,,
WP_286594285.1,,hypothetical protein,1,1,1,78,3735,39,4,,401,401,401,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4685,,
group_2351,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,1,1,1,78,3734,39,5,,719,719,719,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4687,,
WP_286594296.1,,hypothetical protein,1,1,1,78,3719,70,2,,479,479,479,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4709,,
WP_286594328.1,,methyltransferase domain-containing protein,1,1,1,78,3502,19,3,,734,734,734,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4815,,
WP_286594336.1,,hypothetical protein,1,1,1,78,3576,2,54,,227,227,227,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4848,,
WP_286594337.1,,lysis system i-spanin subunit Rz,1,1,1,78,3577,2,53,,488,488,488,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4850,,
WP_286594339.1,,hypothetical protein,1,1,1,78,3578,2,52,,479,479,479,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4852,,
WP_286594340.1,,HEPN domain-containing protein,1,1,1,78,3579,2,51,,539,539,539,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4854,,
WP_286594341.1,,hypothetical protein,1,1,1,78,3580,2,50,,236,236,236,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4856,,
WP_286594342.1,,hypothetical protein,1,1,1,78,3581,2,49,,1889,1889,1889,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4858,,
WP_286594344.1,,hypothetical protein,1,1,1,78,3582,2,48,,389,389,389,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4860,,
WP_286594345.1,,hypothetical protein,1,1,1,78,3583,2,47,,932,932,932,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4862,,
WP_286594346.1,,hypothetical protein,1,1,1,78,3584,2,46,,3566,3566,3566,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4864,,
WP_286594347.1,,hypothetical protein,1,1,1,78,3585,2,45,,392,392,392,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4866,,
WP_286594348.1,,tape measure protein,1,1,1,78,3586,2,44,,3320,3320,3320,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4868,,
WP_286594350.1,,hypothetical protein,1,1,1,78,3587,2,1,,311,311,311,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4870,,
WP_286594352.1,,hypothetical protein,1,1,1,78,3591,2,174,,752,752,752,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4874,,
WP_286594353.1,,hypothetical protein,1,1,1,78,3590,2,175,,185,185,185,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4876,,
WP_286594354.1,,hypothetical protein,1,1,1,78,3589,2,182,,425,425,425,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4878,,
WP_286594355.1,,hypothetical protein,1,1,1,78,3588,2,181,,332,332,332,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4880,,
WP_286594356.1,,hypothetical protein,1,1,1,78,3612,2,180,,239,239,239,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4882,,
WP_286594358.1,,major capsid protein,1,1,1,78,3613,2,179,,1031,1031,1031,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4884,,
WP_286594359.1,,head decoration protein,1,1,1,78,3614,2,178,,353,353,353,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4886,,
WP_286594360.1,,S49 family peptidase,1,1,1,78,3615,2,177,,1238,1238,1238,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4888,,
WP_286594362.1,,phage portal protein,1,1,1,78,3616,2,176,,1592,1592,1592,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4890,,
WP_286594363.1,,hypothetical protein,1,1,1,78,3617,2,17,,215,215,215,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4892,,
WP_286594364.1,,phage terminase large subunit family protein,1,1,1,78,3618,2,18,,1934,1934,1934,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4894,,
WP_286594366.1,,terminase small subunit,1,1,1,78,3619,2,19,,530,530,530,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4896,,
WP_286594367.1,,hypothetical protein,1,1,1,78,3620,2,20,,665,665,665,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4898,,
WP_286594368.1,,phage holin family protein,1,1,1,78,3621,2,21,,323,323,323,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4900,,
WP_286594369.1,,DUF6161 domain-containing protein,1,1,1,78,3622,2,22,,1148,1148,1148,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4902,,
WP_286594370.1,,hypothetical protein,1,1,1,78,3623,2,23,,524,524,524,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4904,,
WP_286594371.1,,hypothetical protein,1,1,1,78,3611,2,16,,206,206,206,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4908,,
WP_286594374.1,,hypothetical protein,1,1,1,78,3629,2,92,,236,236,236,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4914,,
WP_286594375.1,,replication protein P,1,1,1,78,3628,2,90,,671,671,671,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4916,,
WP_286594376.1,,conserved phage C-terminal domain-containing protein,1,1,1,78,3627,2,91,,779,779,779,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4918,,
WP_286594379.1,,hypothetical protein,1,1,1,78,3559,2,84,,431,431,431,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4922,,
WP_286594380.1,,Cro/CI family transcriptional regulator,1,1,1,78,3558,2,85,,356,356,356,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4924,,
WP_286594382.1,,YdaS family helix-turn-helix protein,1,1,1,78,3557,2,86,,239,239,239,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4926,,
WP_286594383.1,,S24 family peptidase,1,1,1,78,3556,2,87,,638,638,638,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4928,,
WP_286594384.1,,hypothetical protein,1,1,1,78,3555,2,88,,293,293,293,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4930,,
WP_286594385.1,,hypothetical protein,1,1,1,78,3554,2,89,,743,743,743,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4932,,
WP_286594388.1,,hypothetical protein,1,1,1,78,3652,2,83,,245,245,245,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4936,,
WP_286594390.1,,hypothetical protein,1,1,1,78,3651,2,82,,326,326,326,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4938,,
WP_286594391.1,,hypothetical protein,1,1,1,78,3650,2,81,,686,686,686,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4943,,
WP_286594392.1,,hypothetical protein,1,1,1,78,3649,2,80,,188,188,188,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4945,,
WP_286594393.1,,hypothetical protein,1,1,1,78,3648,2,79,,560,560,560,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4947,,
WP_286594394.1,,hypothetical protein,1,1,1,78,3647,2,78,,446,446,446,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4949,,
WP_286594395.1,,phage antirepressor N-terminal domain-containing protein,1,1,1,78,3646,2,77,,959,959,959,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4951,,
WP_286594396.1,,hypothetical protein,1,1,1,78,3645,2,76,,182,182,182,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4953,,
WP_286594398.1,,hypothetical protein,1,1,1,78,3644,2,75,,317,317,317,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4955,,
WP_286594399.1,,phage antirepressor KilAC domain-containing protein,1,1,1,78,3643,2,74,,797,797,797,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4957,,
group_2402,ssb,single-stranded DNA-binding protein,1,1,1,78,3642,2,73,,473,473,473,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4959,,
WP_286594401.1,,hypothetical protein,1,1,1,78,3641,2,72,,476,476,476,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4961,,
WP_286594402.1,,HU family DNA-binding protein,1,1,1,78,3640,2,120,,293,293,293,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4963,,
WP_286594403.1,,hypothetical protein,1,1,1,78,3639,2,121,,428,428,428,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4965,,
WP_286594405.1,,hypothetical protein,1,1,1,78,3671,2,122,,245,245,245,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4967,,
WP_286594406.1,,hypothetical protein,1,1,1,78,3672,2,123,,380,380,380,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4969,,
WP_124787064.1,,Tn7-like element transposition protein TnsE,1,1,1,78,1698,1,230,,1607,1607,1607,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4982,,
WP_124787068.1,,TnsD family Tn7-like transposition protein,1,1,1,78,1697,1,231,,1526,1526,1526,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4984,,
WP_124787065.1,,AAA family ATPase,1,1,1,78,1696,1,232,,1667,1667,1667,,,,,,,,0cad7609a72f054f1e5a773edfee880c_4986,,
WP_286639351.1,,carbon storage regulator,1,1,1,78,1805,1,407,,128,128,128,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_11,
WP_286639394.1,,hypothetical protein,1,1,1,78,1941,20,4,,248,248,248,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_122,
WP_286639404.1,,hypothetical protein,1,1,1,78,1931,1,2,,263,263,263,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_142,
WP_286639410.1,,hypothetical protein,1,1,1,78,1925,203,9,,539,539,539,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_151,
WP_286639411.1,,hypothetical protein,1,1,1,78,1924,203,10,,404,404,404,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_153,
WP_286639412.1,,restriction endonuclease subunit S,1,1,1,78,1923,203,11,,635,635,635,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_155,
WP_286639413.1,,type I restriction-modification system subunit M,1,1,1,78,1922,203,8,,1532,1532,1532,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_157,
dinD,,DNA damage-inducible protein D,1,1,1,78,1921,203,7,,878,878,878,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_159,
WP_286639416.1,,Fic family protein,1,1,1,78,1920,203,6,,791,791,791,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_161,
WP_286639417.1,,restriction endonuclease subunit S,1,1,1,78,1919,203,5,,1178,1178,1178,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_163,
WP_286639418.1,,anti-phage dCTP deaminase,1,1,1,78,1918,203,4,,1790,1790,1790,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_165,
WP_286639419.1,,ATP-binding protein,1,1,1,78,1917,203,3,,1970,1970,1970,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_167,
WP_286639420.1,,type I restriction endonuclease subunit R,1,1,1,78,1916,203,2,,3281,3281,3281,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_169,
WP_286639421.1,,SprT family zinc-dependent metalloprotease,1,1,1,78,2309,203,1,,752,752,752,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_171,
WP_286639445.1,,prepilin-type N-terminal cleavage/methylation domain-containing protein,1,1,1,78,1913,205,5,,617,617,617,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_230,
WP_286639447.1,,prepilin-type N-terminal cleavage/methylation domain-containing protein,1,1,1,78,1912,205,6,,428,428,428,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_232,
group_243,fnr,fumarate/nitrate reduction transcriptional regulator Fnr,1,1,1,78,3822,1,1120,,737,737,737,,,,,,,03f798c6314f9895224cd16f8bb35aa0_4342,,,
WP_286639449.1,,PilW family protein,1,1,1,78,1911,205,7,,1517,1517,1517,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_234,
WP_286639451.1,,hypothetical protein,1,1,1,78,1910,205,4,,518,518,518,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_236,
WP_286639452.1,,PilC/PilY family type IV pilus protein,1,1,1,78,1909,205,3,,3728,3728,3728,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_238,
WP_286639454.1,,type IV pilin protein,1,1,1,78,1908,205,2,,419,419,419,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_240,
group_2434,,hypothetical protein,1,1,1,78,1907,205,1,,449,449,449,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_242,
group_2435,,transposase,1,1,1,78,2053,16,3,,470,470,470,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_245,
WP_286639458.1,,hypothetical protein,1,1,1,78,2054,16,4,,1781,1781,1781,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_247,
WP_286639459.1,,OmpA family protein,1,1,1,78,2055,16,5,,713,713,713,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_249,
WP_286639460.1,,HNH endonuclease signature motif containing protein,1,1,1,78,2056,16,6,,1094,1094,1094,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_251,
WP_286639521.1,,thermonuclease family protein,1,1,1,78,2057,16,7,,488,488,488,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_253,
WP_286639462.1,,hypothetical protein,1,1,1,78,2058,16,8,,707,707,707,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_257,
WP_286639463.1,,hypothetical protein,1,1,1,78,2059,16,9,,581,581,581,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_259,
WP_286639465.1,,DUF488 domain-containing protein,1,1,1,78,2060,16,10,,476,476,476,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_261,
WP_286639466.1,,DUF488 domain-containing protein,1,1,1,78,2061,16,11,,539,539,539,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_263,
WP_286639468.1,,hypothetical protein,1,1,1,78,2062,16,12,,1007,1007,1007,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_265,
WP_286639469.1,,hypothetical protein,1,1,1,78,2063,16,13,,140,140,140,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_267,
group_2446,ligB,NAD-dependent DNA ligase LigB,1,1,1,78,2156,290,1,,1679,1679,1679,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_289,
WP_286639499.1,,type I restriction endonuclease subunit R,1,1,1,78,2141,207,1,,3242,3242,3242,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_323,
WP_286639502.1,,DNA-processing protein DprA,1,1,1,78,2140,207,2,,1388,1388,1388,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_325,
WP_286639504.1,,RecQ family ATP-dependent DNA helicase,1,1,1,78,2135,207,6,,2099,2099,2099,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_327,
WP_286639505.1,,restriction endonuclease subunit S,1,1,1,78,2136,207,5,,1217,1217,1217,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_329,
WP_286639506.1,,N-6 DNA methylase,1,1,1,78,2137,207,4,,2141,2141,2141,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_331,
WP_286639507.1,,helix-turn-helix domain-containing protein,1,1,1,78,2138,207,3,,224,224,224,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_333,
group_2453,,transposase,1,1,1,78,770,1,264,,122,122,122,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_337,
WP_286639511.1,,dynamin family protein,1,1,1,78,2105,1,267,,911,911,911,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_343,
WP_286639512.1,,dynamin family protein,1,1,1,78,2106,1,268,,2288,2288,2288,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_345,
WP_286639513.1,,hypothetical protein,1,1,1,78,2107,1,269,,953,953,953,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_347,
WP_286639515.1,,ATP-binding protein,1,1,1,78,2108,1,270,,3233,3233,3233,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_349,
WP_286639517.1,,HNH endonuclease,1,1,1,78,2109,1,271,,671,671,671,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_351,
WP_286639519.1,,SMI1/KNR4 family protein,1,1,1,78,2110,1,272,,398,398,398,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_353,
WP_286639540.1,,hypothetical protein,1,1,1,78,4034,344,2,,167,167,167,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_396,
WP_286639548.1,,pseudouridine synthase,1,1,1,78,4023,44,1,,1133,1133,1133,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_414,
WP_286639552.1,,4'-phosphopantetheinyl transferase superfamily protein,1,1,1,78,4009,1,751,,704,704,704,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_420,
WP_286639554.1,,hypothetical protein,1,1,1,78,4008,1,752,,701,701,701,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_422,
WP_286639555.1,,hypothetical protein,1,1,1,78,4007,1,753,,1274,1274,1274,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_424,
WP_286639557.1,,ATP/GTP-binding protein,1,1,1,78,4006,1,754,,542,542,542,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_426,
WP_286639559.1,,hypothetical protein,1,1,1,78,4005,1,755,,641,641,641,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_428,
WP_286639563.1,,hemerythrin domain-containing protein,1,1,1,78,4001,1,803,,479,479,479,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_432,
group_2468,brxL,protease Lon-related BREX system protein BrxL,1,1,1,78,3999,1,805,,1454,1454,1454,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_436,
WP_286639571.1,,WYL domain-containing protein,1,1,1,78,3371,1,657,,941,941,941,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_443,
WP_286639573.1,,type I restriction-modification system subunit M,1,1,1,78,3370,1,658,,1559,1559,1559,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_445,
WP_286639574.1,,restriction endonuclease subunit S,1,1,1,78,3369,1,659,,1223,1223,1223,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_447,
WP_286639576.1,,AAA family ATPase,1,1,1,78,3328,1,660,,1205,1205,1205,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_449,
WP_286639578.1,,type I restriction endonuclease subunit R,1,1,1,78,3329,1,661,,3113,3113,3113,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_451,
WP_286639580.1,,SIR2 family protein,1,1,1,78,3330,1,662,,1259,1259,1259,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_453,
WP_286639581.1,,ATP-binding protein,1,1,1,78,3331,1,663,,1739,1739,1739,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_455,
WP_286639618.1,,DUF262 domain-containing protein,1,1,1,78,2007,211,3,,1796,1796,1796,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_574,
WP_286639619.1,,HEPN domain-containing protein,1,1,1,78,2006,211,4,,482,482,482,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_576,
WP_139053059.1,,hypothetical protein,1,1,1,78,2005,211,2,,359,359,359,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_578,
WP_286639620.1,,hypothetical protein,1,1,1,78,2004,211,1,,599,599,599,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_580,
WP_286639637.1,,dynamin family protein,1,1,1,78,748,206,3,,1949,1949,1949,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_629,
WP_286639638.1,,DUF167 family protein,1,1,1,78,1044,206,4,,299,299,299,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_631,
WP_286639639.1,,YggT family protein,1,1,1,78,1045,206,5,,608,608,608,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_633,
group_2485,proC,pyrroline-5-carboxylate reductase,1,1,1,78,1046,206,6,,809,809,809,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_635,
WP_286639642.1,,YggS family pyridoxal phosphate-dependent enzyme,1,1,1,78,1047,206,7,,689,689,689,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_637,
WP_286639644.1,,type IV pilus twitching motility protein PilT,1,1,1,78,1048,206,2,,1034,1034,1034,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_639,
WP_286639645.1,,PilT/PilU family type 4a pilus ATPase,1,1,1,78,1049,206,1,,1169,1169,1169,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_641,
WP_286639678.1,,energy transducer TonB,1,1,1,78,753,269,1,,875,875,875,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_665,
WP_080997004.1,,pseudouridine synthase,1,1,1,78,3485,1,762,,668,668,668,,,,,4291979d325094cc7b4bce3cd2bb2024_4500,,,,,
pilG,,twitching motility response regulator PilG,1,1,1,78,1026,208,5,,410,410,410,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_669,
WP_286639668.1,,response regulator,1,1,1,78,1025,208,4,,452,452,452,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_671,
WP_286639670.1,,chemotaxis protein CheW,1,1,1,78,1024,208,3,,551,551,551,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_673,
WP_286639671.1,,methyl-accepting chemotaxis protein,1,1,1,78,1023,208,2,,1655,1655,1655,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_675,
WP_286639672.1,,Hpt domain-containing protein,1,1,1,78,1022,208,1,,6473,6473,6473,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_677,
WP_286639680.1,,MliC family protein,1,1,1,78,58,292,1,,380,380,380,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_682,
WP_286639708.1,,FtsX-like permease family protein,1,1,1,78,1,304,1,,2495,2495,2495,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_742,
WP_286639718.1,,rhomboid family intramembrane serine protease,1,1,1,78,28,279,1,,866,866,866,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_762,
WP_286639725.1,,hypothetical protein,1,1,1,78,20,240,2,,251,251,251,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_772,
group_2499,tpx,thiol peroxidase,1,1,1,78,21,240,1,,500,500,500,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_774,
group_250,WP_080995572.1,septum formation initiator family protein,1,1,1,78,3927,1,1052,,281,281,281,,,7939b8df5802c39c46adb1416b02880c_2927,,,,,,,
WP_286639732.1,,hypothetical protein,1,1,1,78,18,232,2,,185,185,185,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_780,
group_2501,purT,formate-dependent phosphoribosylglycinamide formyltransferase,1,1,1,78,17,232,1,,1181,1181,1181,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_782,
WP_000251875.1,,phosphoglucosamine mutase,1,1,1,78,1695,1,228,,302,302,302,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_791,
WP_286639769.1,,OprD family outer membrane porin,1,1,1,78,1694,280,1,,1349,1349,1349,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_841,
WP_286639806.1,,type II toxin-antitoxin system RelE/ParE family toxin,1,1,1,78,1003,213,1,,299,299,299,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_926,
WP_286639807.1,,putative addiction module antidote protein,1,1,1,78,1002,213,3,,329,329,329,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_928,
group_2506,,IS3 family transposase,1,1,1,78,1001,213,2,,257,257,257,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_930,
WP_286639822.1,,ESPR-type extended signal peptide-containing protein,1,1,1,78,759,,,,2618,2618,2618,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_964,
WP_286639847.1,,hypothetical protein,1,1,1,78,811,247,1,,1061,1061,1061,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_1020,
WP_286639849.1,,hypothetical protein,1,1,1,78,812,247,2,,368,368,368,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_1022,
WP_063962824.1,,TnsD family Tn7-like transposition protein,1,1,1,78,838,1,203,,1526,1526,1526,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_1034,
WP_000251879.1,,Tn7-like element transposition protein TnsE,1,1,1,78,686,31,9,,1616,1616,1616,,,,,,,03f798c6314f9895224cd16f8bb35aa0_3562,,,
WP_286639877.1,,hypothetical protein,1,1,1,78,833,1,201,,371,371,371,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_1038,
WP_286639867.1,,hypothetical protein,1,1,1,78,832,1,200,,722,722,722,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_1040,
group_2515,ccoS,cbb3-type cytochrome oxidase assembly protein CcoS,1,1,1,78,2901,318,1,,224,224,224,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_1129,
WP_286637663.1,,hypothetical protein,1,1,1,78,488,272,1,,1268,1268,1268,,,,,,,,,b950933d1ddb7e03141c7b304a24a0b6_1133,
